ADM0_A3,barley,cassava,groundnut,maize,millet,oilpalm,potato,rapeseed,rice,rye,sorghum,soybean,sugarbeet,sugarcane,sunflower,wheat
ISR,0.256100486,0.146299281,0.09573022,0.405126542,0.01178831,0.127998208,0.113940721,0.144890528,0.128433878,0.293221359,0.395205799,0.01715044,0.043635454,0.001833889,0.160769016,0.228109726
PSX,0.281020151,0.328581679,0.6,0.773081346,0.002247172,0.345306363,0.723872059,0.144890528,0.128433878,0.293221359,0.821917808,0.150211333,0.038366746,0.024971965,0.63806773,0.226974636
LBN,0.338587238,0.328581679,0.644478538,0.416368882,0.031287674,0.345306363,0.576552467,0.144890528,0.128433878,0.293221359,0.279653332,0.150211333,0.468081725,0.113462843,0.899688007,0.444712412
ETH,0.053987267,0.000348593,0.219470375,0.188536689,0.216392701,0.162463548,0.223347044,0.139327351,0.072851431,0.032141094,0.176887745,0.487600105,0.059449975,0.575244904,0.000846196,0.117712866
SDS,0.193435257,0.086826853,0.335723354,0.189554424,0.034296246,0.000445598,0.183097399,0.00021387,0.209384799,0.032141094,0.051153303,0.000345804,0.059449975,0.571383145,0.305967599,0.011319266
SOM,0.193435257,0.110069813,0.000528063,0.140852786,0.000329974,0.162463548,6.41E-05,0.046653328,0.286032557,0.032141094,0.335375659,0.178431062,0.059449975,0.381528202,0.000374891,0.025797349
KEN,0.24017276,0.380860193,0.609224045,0.336220802,0.362120352,0.000209834,0.243196454,0.000418762,0.439965143,0.02825471,0.274761728,0.000492243,0.085609472,0.639550921,0.472688646,0.284137823
PAK,0.114887499,0.231111637,0.336946946,0.181368389,0.332631138,0.285563486,0.239806605,0.356665684,0.309461032,0.000330945,0.218798475,0.117481056,0.129022189,0.348599386,0.381011695,0.239447126
MWI,0.193435257,0.373863055,0.174838441,0.155094114,0.174997038,0.162463548,0.338275643,0.046653328,0.11309296,0.032141094,0.087923168,0.001153615,0.059449975,0.650323072,0.19716,0.085950773
TZA,0.123996744,0.429197888,0.225162316,0.261621472,0.327320252,0.44239955,0.200969611,0.046653328,0.172758015,0.032141094,0.238775644,0.125411256,0.059449975,0.716955019,0.148464127,0.060296546
SYR,0.089392126,0.328581679,0.118483057,0.145214966,0.095950546,0.345306363,0.196154189,0.002278769,0.000867716,0.293221359,0.032009112,0.131634134,0.157999918,0.009494189,0.260542008,0.200004341
SOL,0.193435257,0.009452564,0.224265796,0.008485289,0.264440104,0.162463548,0.000130979,0.046653328,0.004858675,0.166874877,0.008254467,0.178431062,0.159041697,0.02359104,0.153323754,0.004300544
FRA,0.695649826,0.013624281,0.177239345,0.715351558,0.408042394,9.40E-06,0.607707161,0.715979888,0.052062541,0.640362738,0.424412035,0.503816948,0.46219258,0.010082501,0.732847148,0.690862392
SUR,0.119926084,0.120105998,0.231442597,0.096606311,0.099712659,0.036795251,0.18568269,0.146044553,0.078824434,0.048959361,0.260404609,0.27642581,0.070579988,0.028747492,0.25150597,0.126157663
GUY,0.119926084,0.390472932,0.241291998,0.202925068,0.099712659,0.001085564,0.18568269,0.000402901,0.144813243,0.048959361,0.000229541,0.001154981,0.070579988,0.36738478,0.000389971,0.126157663
KOR,0.504832035,0.088287267,0.405336617,0.420997123,0.103899218,0.051265236,0.746133459,0.559034736,0.794157537,0.154470991,0.16972459,0.45976358,0.120026034,0.317485299,0.1177049,0.452091816
PRK,0.276940103,0.088287267,0.370029395,0.277343258,0.138312401,0.051265236,0.255743615,0.29710363,0.329631719,0.205954822,0.131270901,0.343401033,0.000165203,0.317485299,0.00297791,0.230510828
MAR,0.074731957,0.026035368,0.025377919,0.026307141,0.170383322,6.53E-05,0.117176619,0.136555834,0.027228302,0.007513894,0.010510698,0.061093675,0.042084874,0.026411024,0.039025143,0.064083885
SAH,0.03697412,0.026035368,0.042091465,0.022537692,0.071446738,6.53E-05,0.054000095,0.082914369,0.031579981,0.007513894,0.055673191,0.030551487,0.033629023,0.096986204,0.075073473,0.034895205
CRI,0.129421411,0.319998066,0.369957653,0.307457631,0.006581141,0.698362297,0.507618146,0.691436319,0.623004789,0.02825471,0.359116029,0.443948784,0.085609472,0.643906867,0.366344265,0.173673118
NIC,0.129421411,0.533500989,0.799797781,0.268534069,0.006581141,0.879740573,0.443794109,0.691436319,0.426284074,0.166874877,0.510645478,0.520391017,0.159041697,0.708924988,0.366344265,0.173673118
COG,0.188600206,0.129356084,0.065199273,0.040782479,8.89E-05,0.165662692,0.090334164,0.206624801,0.011370492,0.166874877,7.74E-05,0.000502271,0.159041697,0.101603225,0.064435603,0.064888388
COD,0.1174539,0.21412078,0.119676309,0.081844312,0.126752169,0.080787657,0.059699299,0.098678046,0.056351508,0.032141094,0.090617883,0.079506901,0.059449975,0.200939757,3.26E-05,0.046421512
BTN,0.205121762,0.231111637,0.290541723,0.155864716,0.100605705,0.215530665,0.294707411,0.00410335,0.240254879,0.000917424,0.183961029,0.205862163,0.057433095,0.04331851,0.000389258,0.36938679
UKR,0.443954877,0.328581679,0.144352629,0.319944383,0.519013765,0.345306363,0.347027221,0.29850799,0.334616819,0.301276679,0.216689262,0.401149496,0.303249067,0.282016305,0.503973602,0.348793207
BLR,0.382013344,0.328581679,0.144352629,0.31013927,0.366433768,0.345306363,0.597598472,0.219963541,8.94E-05,0.409421476,0.261785585,0.001329344,0.228602809,0.282016305,0.658348379,0.329389248
NAM,0.124848313,0.000104194,0.015554812,0.071821583,0.028304684,0.345306363,1.77E-05,0.206624801,2.49E-05,0.002801305,0.007171246,0.130012525,0.159041697,0.00010701,0.039314606,0.397022688
ZAF,0.320985194,2.33E-05,0.188584233,0.42497262,0.174241323,0.285563486,0.552323114,0.125917448,0.147858785,0.005356113,0.197128263,0.369915689,0.085609472,0.022518012,0.51461569,0.300168214
MAF,0.188600206,0.458635922,0.48476465,0.401941622,0.169726941,0.423502711,0.632656067,0.206624801,0.526866264,0.166874877,0.448800557,0.200028958,0.159041697,0.455013183,0.257611199,0.194639102
SXM,0.188600206,0.458635922,0.48476465,0.401941622,0.169726941,0.423502711,0.632656067,0.206624801,0.526866264,0.166874877,0.448800557,0.200028958,0.159041697,0.455013183,0.257611199,0.194639102
OMN,0.231978312,0.328581679,0.181605516,0.248129969,0.031287674,0.345306363,0.000961337,0.144890528,0.128433878,0.293221359,0.015329444,0.150211333,0.209801126,0.024971965,0.354484305,0.002024688
UZB,0.142563268,0.328581679,0.094755187,0.101985555,0.180455384,0.345306363,0.119931779,0.215204326,0.023452655,0.059777149,0.120639048,0.000552723,0.037057911,0.282016305,0.263615271,0.245243669
KAZ,0.117204622,0.328581679,0.029066541,0.028799501,0.002248251,0.345306363,0.092556695,0.160244091,0.00309352,0.123597052,0.095287202,0.20313321,0.048147637,0.282016305,0.068709906,0.10282962
TJK,0.137274639,0.328581679,0.054713335,0.226899486,0.005871666,0.345306363,0.200050375,0.027359505,0.12093504,0.085737272,0.307247602,0.003222984,0.001076162,0.282016305,0.138769422,0.159706429
LTU,0.399299252,0.146299281,0.320027995,0.000813555,0.277488645,0.127998208,0.605735085,0.42758507,0.203517082,0.489623515,0.393993773,0.000539518,0.429839533,0.113542823,0.000532751,0.434963111
BRA,0.119926084,0.478892491,0.129231558,0.301440999,8.79E-05,0.011532875,0.068929571,0.478479796,0.192405094,0.048959361,0.12231976,0.24685106,0.070579988,0.261870766,0.233910803,0.019675587
URY,0.225923052,0.000151522,0.167720902,0.337449793,0.000338919,0.214139306,0.377346009,0.000681115,0.691818492,0.048959361,0.511747462,0.62696477,0.070579988,0.074324776,0.596169462,0.353429116
MNG,0.103027535,0.088287267,0.370029395,8.20E-05,0.103899218,0.051265236,0.08032815,0.000397741,0.531826831,0.000189039,0.353634985,0.000155472,0.000113987,0.317485299,0.000311207,0.137803979
RUS,0.070288068,0.293875849,0.144352629,0.040089561,0.011995261,0.031399056,0.06101752,0.064859781,0.000837005,0.110563047,0.005662554,0.048080241,0.021242052,0.312927163,0.038979366,0.06304744
CZE,0.618708404,0.146299281,0.144352629,0.652232514,0.366433768,0.127998208,0.703095932,0.67011653,0.071582718,0.661806889,0.261785585,0.342751024,0.685050427,0.113542823,0.800459168,0.614213518
DEU,0.816609843,0.013624281,0.177239345,0.797179498,0.21685428,9.40E-06,0.833556173,0.860793956,0.052062541,0.865669148,0.424412035,0.563569392,0.832444612,0.010082501,0.631012901,0.821976444
EST,0.409184279,0.146299281,0.320027995,0.000482249,0.277488645,0.127998208,0.685204907,0.372688255,0.203517082,0.565504007,0.393993773,0.00048631,0.082725318,0.113542823,0.000532751,0.345886108
LVA,0.341071235,0.146299281,0.320027995,0.000179035,0.277488645,0.127998208,0.59905166,0.395431103,0.203517082,0.485779752,0.393993773,0.046919299,0.585946887,0.113542823,0.000532751,0.390010651
NOR,0.018855209,0.146299281,0.320027995,0.000504029,0.277488645,0.127998208,0.016780748,0.01799041,0.203517082,0.02129599,0.393993773,0.015981709,0.394598192,0.113542823,0.000532751,0.020084229
SWE,0.120806246,0.146299281,0.320027995,0.000504029,0.277488645,0.127998208,0.125370346,0.09322866,0.203517082,0.126343888,0.393993773,0.015981709,0.048871241,0.113542823,0.000532751,0.122424021
FIN,0.171117376,0.146299281,0.320027995,2.73E-05,0.277488645,0.127998208,0.184545756,0.116347078,0.203517082,0.139055258,0.393993773,0.015981709,0.138163171,0.113542823,0.000532751,0.128895996
VNM,5.42E-05,0.563039848,0.473041361,0.639321708,0.000453314,0.000371594,0.437142446,9.24E-05,0.619381747,3.19E-05,0.000179274,0.239699175,0.085609472,0.468918858,0.205639545,0.145370749
KHM,5.42E-05,0.427171321,0.292898505,0.402587922,0.119306473,0.002973707,0.000160573,0.000367,0.327005538,3.19E-05,0.001841388,0.043953178,0.059449975,0.173238633,0.000128061,9.96E-05
LUX,0.421825012,0.013624281,0.320027995,0.443462928,0.21685428,9.40E-06,0.35585769,0.513599634,0.052062541,0.535957615,0.424412035,0.310179897,0.019327468,0.010082501,0.480038199,0.383772651
ARE,0.231978312,0.328581679,0.181605516,0.248129969,0.031287674,0.345306363,0.257288347,0.144890528,0.128433878,0.293221359,0.128796079,0.150211333,0.209801126,0.024971965,0.354484305,0.000771584
BEL,0.535059006,0.013624281,0.320027995,0.608473795,0.21685428,9.40E-06,0.529860068,0.353746509,0.052062541,0.302503948,0.424412035,0.011883123,0.507656545,0.010082501,0.018782807,0.517862107
GEO,0.247014306,0.328581679,0.074256619,0.170836311,8.26E-05,0.345306363,0.273713232,0.001685993,0.001362558,0.138966908,2.65E-05,0.368916959,0.094744963,0.024971965,0.215528104,0.24580031
MKD,0.523316064,0.328581679,0.577481467,0.410624961,0.397195109,0.345306363,0.383986638,0.507093567,0.464811645,0.362099372,0.283778699,0.001216014,0.434310221,0.086321244,0.567237077,0.441699755
ALB,0.173422281,0.328581679,0.577481467,0.380166007,0.545692382,0.345306363,0.433401694,0.002923179,0.314732223,0.073781394,0.58988932,0.091588817,0.107150471,0.086321244,0.197371296,0.410403564
AZE,0.607786155,0.328581679,0.00113202,0.297036197,0.029542083,0.345306363,0.323650964,0.001245472,0.466143045,0.297637989,0.009339507,0.27868824,0.295506117,0.024971965,0.49735643,0.492052127
KOS,0.31285672,0.328581679,0.577481467,0.192922916,0.981354006,0.345306363,0.154695545,0.460103353,0.00301233,0.239801491,0.71068563,0.546748383,0.537780952,0.086321244,0.62073392,0.283897039
TUR,0.520474544,0.249753635,0.084003727,0.317707241,0.100271481,0.227507244,0.578809368,0.711574154,0.134221444,0.29843245,0.00012177,0.101015251,0.49137041,1.23E-05,0.434462422,0.380154828
ESP,0.590695466,0.146299281,0.554374613,0.78975235,0.872217353,0.127998208,0.679450215,0.565386216,0.412430079,0.308688098,0.839919312,0.395987515,0.535804291,0.16705068,0.494068534,0.495421758
LAO,5.42E-05,0.667107985,0.377449276,0.509037569,0.001217763,0.002811434,0.29304826,0.000773371,0.457044471,3.19E-05,0.000486262,0.255837853,0.059449975,0.282512891,0.205639545,0.145370749
KGZ,0.526953733,0.328581679,0.136440265,0.419655939,0.328900197,0.345306363,0.399978882,0.354938494,0.060702054,0.355973571,0.103672383,0.127479783,0.276999586,0.282016305,0.393133199,0.62693898
ARM,0.329901179,0.328581679,0.181605516,0.360522169,0.000135931,0.345306363,0.452871432,0.00766825,0.128433878,0.437848089,4.04E-05,0.003862973,0.088703674,0.024971965,0.010604018,0.473442828
DNK,0.861983119,0.146299281,0.320027995,0.001017981,0.277488645,0.127998208,0.919258099,0.782027942,0.203517082,0.895781666,0.393993773,0.015981709,0.902624482,0.113542823,0.000532751,0.898578891
LBY,0.001118377,0.026035368,0.001022527,0.000824389,0.003865777,6.53E-05,0.001975018,0.082914369,0.031579981,0.007513894,0.055673191,0.030551487,0.033629023,0.096986204,0.075073473,0.001353157
TUN,0.085641917,0.026035368,0.000500133,0.022537692,0.071446738,6.53E-05,0.084515366,0.078125159,0.000438248,0.007513894,0.017850629,0.030551487,0.05875283,0.096986204,0.092364896,0.106973434
ROU,0.411768475,0.146299281,0.144352629,0.274462865,0.321591142,0.127998208,0.335065836,0.214329639,0.007647791,0.264036745,0.221506814,0.301716265,0.245786964,0.113542823,0.486918147,0.368084484
HUN,0.673636311,0.146299281,0.144352629,0.536100069,0.645304189,0.127998208,0.696467794,0.547084075,0.057907541,0.493503646,0.444572362,0.531534032,0.577208273,0.113542823,0.816856138,0.636108747
SVK,0.417384691,0.146299281,0.144352629,0.373042396,0.324706108,0.127998208,0.31407097,0.451605074,0.071582718,0.462021599,0.236653415,0.145294621,0.344861831,0.113542823,0.473006026,0.382653391
POL,0.473933503,0.146299281,0.144352629,0.529335618,0.366433768,0.127998208,0.713805429,0.575599265,0.071582718,0.460896686,0.261785585,0.001303486,0.675958472,0.113542823,0.00236902,0.480742819
IRL,0.80537252,0.146299281,0.320027995,0.000504029,0.277488645,0.127998208,0.594211864,0.717559488,0.203517082,0.270939997,0.393993773,0.015981709,0.567229124,0.113542823,0.000532751,0.882339967
GBR,0.636015498,0.038511943,0.177239345,0.000504029,0.211940656,0.017094681,0.679033148,0.671552114,0.142144664,0.712744763,0.388910045,0.015981709,0.401385781,0.01946528,0.000532751,0.687444006
GRC,0.552330923,0.146299281,0.750585781,0.731618894,0.000251873,0.127998208,0.606553025,0.000783254,0.356650209,0.222757375,0.353102295,0.591213007,0.435046167,0.086321244,0.286087559,0.435516958
ZMB,0.014429641,0.27121752,0.132726271,0.238757873,0.307830773,0.162463548,0.221849246,0.046653328,0.101515778,0.032141094,0.115000169,0.360874223,0.059449975,0.835473676,0.222870824,0.647310819
SLE,0.1174539,0.186529107,0.226651523,0.118125835,0.509710852,0.261937068,0.088088321,0.098678046,0.146255885,0.032141094,0.015005971,0.154232408,0.059449975,0.423371154,0.118779157,0.07518127
GIN,0.1174539,0.297808476,0.441921637,0.219039745,0.583062798,0.138548029,0.088088321,0.098678046,0.28146677,0.032141094,0.263692319,0.000148759,0.059449975,0.193478454,0.118779157,0.07518127
LBR,0.1174539,0.100050629,0.044240415,0.000114991,0.000566806,0.164184173,0.088088321,0.098678046,0.064599484,0.032141094,0.359659575,0.154232408,0.059449975,0.028783369,0.118779157,0.07518127
CAF,0.1174539,0.126551528,0.354696706,0.15240731,0.342375673,0.195472733,0.079338674,0.098678046,0.274896104,0.032141094,0.234363862,0.000446439,0.059449975,0.088265089,5.78E-05,0.000288909
SDN,0.03697412,0.026035368,0.182471592,0.06287139,0.111491101,6.53E-05,0.044173735,0.082914369,0.093111101,0.007513894,0.194211122,0.030551487,0.033629023,0.260674433,0.153886383,0.023831225
DJI,0.193435257,0.253516988,0.224265796,0.006173177,0.264440104,0.162463548,0.19833034,0.046653328,0.177842856,0.032141094,0.170772989,0.178431062,0.059449975,0.437027782,0.153323754,0.208245569
ERI,0.02054741,0.000110885,0.24414929,0.061455642,0.08597429,0.162463548,0.09010206,0.046653328,0.000905853,0.032141094,0.129557236,0.001349528,0.059449975,0.004937947,0.000325231,0.044681307
AUT,0.344298988,0.013624281,0.320027995,0.448314289,0.025666165,9.40E-06,0.303092492,0.391435845,0.052062541,0.318471012,0.424412035,0.330353203,0.426309116,0.010082501,0.467737263,0.338193701
IRQ,0.044130183,0.328581679,0.181605516,0.027253436,0.000154324,0.345306363,0.057008262,0.144890528,0.039574629,0.293221359,6.75E-05,0.150211333,0.209801126,5.66E-05,0.073341009,0.057090225
ITA,0.562593207,0.038511943,0.577481467,0.609097219,0.545692382,0.017094681,0.560707417,0.403564765,0.253105037,0.083093074,0.813595662,0.447449015,0.474157554,0.086321244,0.616330519,0.464998905
CHE,0.508140225,0.013624281,0.320027995,0.487167293,0.21685428,9.40E-06,0.519553355,0.564951234,0.052062541,0.512205425,0.424412035,0.450044288,0.497780067,0.010082501,0.549810877,0.450280642
IRN,0.161790719,0.231111637,0.158084598,0.189686482,0.131371348,0.285563486,0.138560455,0.000245978,0.038755277,7.25E-05,4.00E-07,0.140723963,0.100401558,0.076560064,0.104732475,0.150044091
NLD,0.769203929,0.013624281,0.320027995,0.636125348,0.21685428,9.40E-06,0.832665007,0.388863573,0.052062541,0.734193155,0.424412035,0.001412429,0.733684484,0.010082501,0.480038199,0.851065667
LIE,0.584398118,0.013624281,0.320027995,0.590867816,0.21685428,9.40E-06,0.568898849,0.541338663,0.052062541,0.558480434,0.424412035,0.310179897,0.49705641,0.010082501,0.480038199,0.5791448
CIV,0.188600206,0.313376112,0.565940328,0.216701924,0.181641591,0.311711883,0.000201557,0.206624801,0.525864095,0.166874877,0.091388592,0.333286059,0.159041697,0.638486204,0.257611199,0.07518127
SRB,0.446981441,0.328581679,0.577481467,0.419187235,0.930845182,0.345306363,0.217488041,0.43110018,0.000108777,0.358016519,0.751305525,0.56324945,0.377260434,0.086321244,0.716150649,0.455100813
MLI,0.1174539,0.140119581,0.194155462,0.101604538,0.2412775,0.000115954,3.13E-05,0.098678046,0.100363245,0.032141094,0.222083612,5.48E-05,0.059449975,0.109800316,0.118779157,0.07518127
SEN,0.1174539,0.116423603,0.433193766,0.247809549,0.531832026,0.060210014,0.448889926,0.098678046,0.306284842,0.032141094,0.489891094,0.154232408,0.059449975,0.881130742,0.118779157,0.07518127
NGA,0.159696863,0.475291386,0.544465903,0.311875567,0.627308919,0.035332817,0.1435916,0.125917448,0.243713924,0.02825471,0.588210017,0.187540368,0.085609472,0.002345337,0.297831177,0.223950349
BEN,0.1174539,0.456225267,0.538731519,0.343729995,0.402671913,0.666309648,0.175864694,0.098678046,0.350993961,0.032141094,0.555801282,0.367232901,0.059449975,0.353635227,0.118779157,0.07518127
AGO,0.1174539,0.410082455,0.117891577,0.104829809,0.221616821,0.340132261,0.188542277,0.098678046,0.194038652,0.032141094,4.98E-05,1.65E-05,0.059449975,0.312534138,0.257620688,0.217407754
HRV,0.442530032,0.146299281,0.577481467,0.48215427,0.634368693,0.127998208,0.245556743,0.6110728,0.314732223,0.374659194,0.553025319,0.588168339,0.426634674,0.086321244,0.740373073,0.498239391
SVN,0.385657632,0.146299281,0.577481467,0.503705482,0.545692382,0.127998208,0.383864108,0.081742048,0.314732223,0.232019697,0.58988932,0.495296978,0.399915398,0.086321244,0.441822325,0.397760506
QAT,0.231978312,0.328581679,0.181605516,0.248129969,0.031287674,0.345306363,0.257288347,0.144890528,0.128433878,0.293221359,0.128796079,0.150211333,0.209801126,0.024971965,0.354484305,0.201059328
SAU,0.001544918,0.146299281,0.015535587,0.000246344,0.025258243,0.127998208,0.000634878,0.144890528,0.128433878,0.293221359,0.011136378,0.150211333,0.209801126,0.024971965,0.354484305,0.009121532
BWA,0.001163205,6.37E-05,0.001079793,0.015751837,0.025806218,0.345306363,0.000137419,0.206624801,0.154774052,0.002801305,0.039466531,0.130012525,0.159041697,0.271149959,0.014374053,0.224489038
ZWE,0.707477722,0.260427773,0.148844582,0.1461885,0.136512868,0.162463548,0.463531587,0.046653328,0.147173332,0.02825471,0.10787312,0.329934838,0.085609472,0.790659309,0.198379534,0.782387009
BGR,0.515055179,0.146299281,0.144352629,0.27686704,0.453196372,0.127998208,0.301831629,0.332693498,0.097404617,0.304468179,0.39338195,0.243470474,0.114878229,0.113542823,0.429892145,0.419886764
THA,5.42E-05,0.77024728,0.784251534,0.787623537,0.002119613,0.902751303,0.370921963,0.000367,0.542179192,3.19E-05,0.769090027,0.372538014,0.085609472,0.60222232,0.258291457,0.161045024
SMR,0.872057855,0.146299281,0.577481467,0.903060555,0.545692382,0.127998208,0.909603417,0.783236921,0.65254724,0.237488439,1,1,0.767075002,0.086321244,1,0.926267207
HTI,0.1174539,0.279630057,0.363204119,0.189780533,0.255802002,0.002416064,0.545764345,0.098678046,0.396735576,0.032141094,0.277467934,0.152631664,0.059449975,0.616149854,0.118779157,0.133165155
DOM,0.188600206,0.376860976,0.550040086,0.334936518,0.169726941,0.844589357,0.585478691,0.206624801,0.851677396,0.166874877,0.834689862,0.200028958,0.159041697,0.345207268,0.257611199,0.194639102
TCD,0.1174539,0.079677871,0.108342802,0.055922876,0.197099997,7.83E-05,0.044528264,0.098678046,0.049261141,0.032141094,0.173653435,0.000141334,0.059449975,0.105929688,3.13E-05,0.03090942
KWT,0.231978312,0.328581679,0.181605516,0.248129969,0.031287674,0.345306363,0.257288347,0.144890528,0.128433878,0.293221359,0.128796079,0.150211333,0.209801126,0.024971965,0.354484305,0.201059328
SLV,0.129421411,0.571541869,0.416456509,0.574087231,0.006581141,0.003984064,0.920698362,0.691436319,0.884061612,0.166874877,0.679246392,0.727252593,0.159041697,0.712191336,0.366344265,0.00263591
GTM,0.02643399,0.114028716,0.336993539,0.155106099,0.006581141,0.821002682,0.786188839,0.691436319,0.359471517,0.166874877,0.078907141,0.782646819,0.159041697,0.771339641,0.366344265,0.260665547
TLS,5.42E-05,0.278892425,0.491126663,0.416408307,0.119306473,0.33702903,0.083536324,0.000367,0.579459962,3.19E-05,0.15435051,0.311254032,0.059449975,0.009989382,0.205639545,0.145370749
BRN,5.42E-05,0.430085524,0.522729065,0.540649662,0.119306473,0.048171033,0.215534037,0.000367,0.2142944,3.19E-05,0.15435051,0.218954349,0.159041697,0.054906419,0.205639545,0.145370749
MCO,0.584398118,0.013624281,0.320027995,0.590867816,0.21685428,9.40E-06,0.568898849,0.541338663,0.052062541,0.558480434,0.424412035,0.310179897,0.49705641,0.010082501,0.480038199,0.5791448
DZA,0.02095585,0.026035368,0.001085154,0.000147849,4.68E-05,6.53E-05,0.022159737,0.034062112,0.005542272,0.007513894,0.000120313,9.30E-06,4.94E-05,0.096986204,0.015017468,0.012197764
MOZ,0.193435257,0.198894985,0.182342672,0.159760623,0.267135718,0.000178,0.485870023,0.046653328,0.074249454,0.032141094,0.16766908,0.000692088,0.059449975,0.11664069,0.253366975,0.212383658
SWZ,0.124848313,6.37E-05,0.416903235,0.265587024,0.005520742,0.345306363,0.103801404,0.206624801,0.468221091,0.002801305,0.142433,0.015302796,0.159041697,0.790824855,0.017638024,0.310307142
BDI,0.193435257,0.530356021,0.216940605,0.190344548,0.592194418,0.250749221,0.110703959,0.046653328,0.375374147,0.032141094,0.256178549,0.295015829,0.059449975,0.649918183,0.000622222,0.170135331
RWA,0.193435257,0.322044373,0.200609069,0.107746247,0.315554311,0.162463548,0.206244251,0.046653328,0.242431855,0.032141094,0.179766999,0.169126373,0.059449975,0.27595903,0.00145631,0.085560709
MMR,5.42E-05,0.277879108,0.526801746,0.409792126,0.473435204,0.000231757,0.395325109,0.000235183,0.4906533,3.19E-05,0.000155597,0.238218761,0.059449975,0.39652487,0.358499118,0.274967575
BGD,0.143614272,0.000330299,0.588551891,0.467851826,0.513230597,0.215530665,0.598097904,0.794740419,0.663064924,0.000330945,0.344368184,0.18885979,0.057433095,0.492228097,0.124674363,0.264825699
AND,0.445599668,0.146299281,0.577481467,0.512060898,0.545692382,0.127998208,0.408365287,0.37424128,0.314732223,0.237488439,0.58988932,0.486114049,0.413136372,0.086321244,0.5122908,0.443814278
AFG,0.152944991,0.231111637,0.000128217,0.072010676,0.179231874,0.215530665,0.259098033,0.000228677,0.037698545,5.64E-05,2.29E-05,0.000144265,0.000255185,0.322795232,0.000456168,0.148816276
MNE,0.291277478,0.328581679,0.577481467,0.306178429,0.545692382,0.345306363,0.135436709,0.436607112,0.314732223,0.158376962,0.58988932,0.591695744,0.479669783,0.086321244,0.585634347,0.349330956
BIH,0.392510595,0.328581679,0.577481467,0.342796805,0.003614458,0.345306363,0.17858292,0.581240594,0.314732223,0.395191378,0.003591441,0.520755323,0.00601279,0.086321244,0.220339708,0.353101001
UGA,0.193435257,0.522149338,0.224762096,0.271304382,0.617062413,0.000599564,0.183984268,0.046653328,0.150484139,0.032141094,0.308124252,0.264205791,0.059449975,0.109333263,0.190686254,0.263407713
USG,0.398058769,0.458635922,0.48476465,0.401941622,0.277488645,0.423502711,0.632656067,0.331765471,0.526866264,0.320549276,0.448800557,0.224280788,0.361517657,0.455013183,0.270974904,0.389655305
CUB,0.159696863,0.291604053,0.513318214,0.509493766,0.153428146,0.423502711,0.839779555,0.125917448,0.678671059,0.02825471,0.234243875,0.265949792,0.085609472,0.394158724,0.297831177,0.210350187
HND,0.129421411,0.210433696,0.32837292,0.260530785,0.006581141,0.850795592,0.547686103,0.691436319,0.30927124,0.166874877,0.361715461,0.600608953,0.159041697,0.711283091,0.366344265,0.085740313
ECU,0.035815631,0.165554819,0.270881763,0.188168581,0.099712659,0.47734571,0.127044135,0.146044553,0.330375291,0.058429259,0.103146183,0.166811665,0.042171417,0.317727276,0.25150597,0.046359894
